pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
5763	S1S3_intra	A man is cracking eggs	S3_so	A woman is cracking eggs	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cracking eggs	a woman is cracking eggs	SEMEVAL	SEMEVAL	TEST
5764	unrel	A man is talking to a woman	S1_null	A woman is breaking eggs	S2_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is talking to a woman	a woman is cracking eggs	SEMEVAL	SEMEVAL	TRAIN
5765	unrel	A man is cracking eggs	S3_null	A man is talking to a woman	S1_null	1.8	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TRAIN
5766	unrel	A man and a woman are speaking	S2_null	A woman is cracking eggs	S1_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5767	unrel	A woman is cracking eggs	S1_null	A man is talking to a boy	S3_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5768	unrel	A woman is talking to a man	S4_null	A woman is cracking eggs	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TRAIN
5769	unrel	A man is talking to a woman	S1_null	A woman is cracking eggs	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a man is talking to a woman	a woman is cracking eggs	SEMEVAL	SEMEVAL	TEST
5770	S1S2_intra	A bicycle is being ridden by a man	S2_top	A man is riding a bicycle	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is riding a bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TRAIN
5771	S1S3_intra	A man is riding a bicycle	S1_null	A man is not riding a bicycle	S3_inv	3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is riding a bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TEST
5772	S1S2_intra	A man is riding an electric bicycle	S1_null	A person is riding an electric bicycle	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN
5773	S1S3_intra	A man is riding an electric bicycle	S1_null	There is no man riding an electric bicycle	S3_od	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN
5774	S1S2_inter	A person is riding an electric bicycle	S2_null	A man is riding a bicycle	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST
5775	S1S3_inter	A man is riding a bicycle	S1_null	There is no man riding an electric bicycle	S3_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST
5776	S1S2_inter	A man is riding an electric bicycle	S1_null	A bicycle is being ridden by a man	S2_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a man is riding an electric bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TRAIN
5777	S1S3_inter	A man is riding an electric bicycle	S1_null	A man is not riding a bicycle	S3_null	2.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is riding an electric bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TRAIN
5778	S1S1_inter	A man is riding an electric bicycle	S1_null	A man is riding a bicycle	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST
5779	S1S2_intra	A cat is jumping into a container	S2_lex	A cat is jumping into a box	S1_null	4.4	ENTAILMENT	A_entails_B	B_entails_A	a cat is jumping into a box	a cat is jumping into a box	SEMEVAL	SEMEVAL	TRAIN
5780	S1S3_intra	A dog is jumping into a box	S3_so	A cat is jumping into a box	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a cat is jumping into a box	a cat is jumping into a box	SEMEVAL	SEMEVAL	TEST
5781	S1S2_intra	A boy is talking to a leaf	S2_lex	A young man is talking to a leaf	S1_null	4.4	ENTAILMENT	A_entails_B	B_entails_A	a young man is talking to a leaf	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TRAIN
5782	S1S3_intra	An old man is talking to a leaf	S3_so	A young man is talking to a leaf	S1_null	3.915	NEUTRAL	A_neutral_B	B_neutral_A	a young man is talking to a leaf	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TEST
5783	unrel	A boy is talking to a leaf	S2_null	A cat is jumping into a box	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a cat is jumping into a box	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TEST
5784	unrel	An old man is talking to a leaf	S3_null	A cat is jumping into a box	S1_null	1.5	NEUTRAL	A_neutral_B	B_neutral_A	a cat is jumping into a box	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TEST
5785	unrel	A cat is jumping into a container	S2_null	A young man is talking to a leaf	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a young man is talking to a leaf	a cat is jumping into a box	SEMEVAL	SEMEVAL	TEST
5786	unrel	A young man is talking to a leaf	S1_null	A dog is jumping into a box	S3_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a young man is talking to a leaf	a cat is jumping into a box	SEMEVAL	SEMEVAL	TEST
5787	unrel	A cat is jumping into a box	S1_null	A young man is talking to a leaf	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a cat is jumping into a box	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TRAIN
5788	S1S2_intra	A fish is being cut by a man	S2_top	A man is cutting a fish	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is cutting up a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TRAIN
5789	S1S3_intra	There is no man cutting a fish	S3_od	A man is cutting a fish	S1_null	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is cutting up a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TEST
5790	S1S2_intra	A man is slicing a fish	S1_null	A fish is being sliced by a man	S2_top	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is slicing open a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST
5791	S1S3_intra	A man is slicing a fish	S1_null	A woman is slicing a fish	S3_so	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is slicing open a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TRAIN
5792	S1S2_inter	A man is cutting a fish	S1_null	A fish is being sliced by a man	S2_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TRAIN
5793	S1S3_inter	A man is cutting a fish	S1_null	A woman is slicing a fish	S3_null	3	NEUTRAL	A_neutral_B	B_neutral_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST
5794	S1S2_inter	A man is slicing a fish	S1_null	A fish is being cut by a man	S2_null	4.4	ENTAILMENT	A_entails_B	B_entails_A	a man is slicing open a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TRAIN
5795	S1S3_inter	A man is slicing a fish	S1_null	There is no man cutting a fish	S3_null	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is slicing open a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TEST
5796	S1S1_inter	A man is slicing a fish	S1_null	A man is cutting a fish	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST
5797	S1S2_intra	A person is frying some food	S1_null	A person is cooking some food	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a person is frying	a person is frying	SEMEVAL	SEMEVAL	TRAIN
5798	S1S3_intra	A person is not frying	S3_inv	A person is frying some food	S1_null	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person is frying	a person is frying	SEMEVAL	SEMEVAL	TEST
5799	S1S2_intra	A person is peeling a potato	S1_null	A potato is being peeled by a person	S2_top	5	ENTAILMENT	A_entails_B	B_entails_A	a person is peeling a potato	a person is peeling a potato	SEMEVAL	SEMEVAL	TRIAL
5800	S1S3_intra	A person is peeling a potato	S1_null	There is no person peeling a potato	S3_od	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person is peeling a potato	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST
5801	unrel	A potato is being peeled by a person	S2_null	A person is frying some food	S1_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a person is frying	a person is peeling a potato	SEMEVAL	SEMEVAL	TRAIN
5802	unrel	There is no person peeling a potato	S3_null	A person is frying some food	S1_null	2	NEUTRAL	A_neutral_B	B_neutral_A	a person is frying	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST
5803	unrel	A person is cooking some food	S2_null	A person is peeling a potato	S1_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a person is peeling a potato	a person is frying	SEMEVAL	SEMEVAL	TEST
5804	unrel	A person is not frying	S3_null	A person is peeling a potato	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a person is peeling a potato	a person is frying	SEMEVAL	SEMEVAL	TEST
5805	unrel	A person is frying some food	S1_null	A person is peeling a potato	S1_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a person is frying	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST
5806	S1S2_intra	A man is rowing a canoe	S2_lex	A man is rowing a boat	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a man is rowing a boat	a man is rowing a boat	SEMEVAL	SEMEVAL	TRIAL
5807	S1S3_intra	A man is rowing a boat	S1_null	A woman is rowing a boat	S3_so	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is rowing a boat	SEMEVAL	SEMEVAL	TEST
5808	S1S2_intra	A man is shooting with a gun	S1_null	A man is shooting with a weapon	S2_lex	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST
5809	S1S3_intra	A man is shooting with a bow	S3_so	A man is shooting with a gun	S1_null	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST
5810	unrel	A man is rowing a boat	S1_null	A man is shooting with a weapon	S2_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is shooting off a gun	SEMEVAL	SEMEVAL	TRAIN
5811	unrel	A man is shooting with a bow	S3_null	A man is rowing a boat	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is shooting off a gun	SEMEVAL	SEMEVAL	TRAIN
5812	unrel	A man is shooting with a gun	S1_null	A man is rowing a canoe	S2_null	1.8	NEUTRAL	A_neutral_B	B_neutral_A	a man is shooting off a gun	a man is rowing a boat	SEMEVAL	SEMEVAL	TRAIN
5813	unrel	A man is shooting with a gun	S1_null	A woman is rowing a boat	S3_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a man is shooting off a gun	a man is rowing a boat	SEMEVAL	SEMEVAL	TRAIN
5814	unrel	A man is rowing a boat	S1_null	A man is shooting with a gun	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST
5815	S1S2_intra	A woman is cutting a tomato	S1_null	A woman is slicing a tomato	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	a woman is cutting a tomatoe	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5816	S1S3_intra	A man is cutting a tomato	S3_so	A woman is cutting a tomato	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5817	S1S2_intra	A woman is dancing near a fire	S1_null	A woman is dancing near a fireplace	S2_lex	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing near a fire	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TEST
5818	S1S3_intra	A woman is dancing near a fire	S1_null	There is no woman dancing near a fire	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is dancing near a fire	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TEST
5819	unrel	A woman is cutting a tomato	S1_null	A woman is dancing near a fireplace	S2_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TRAIN
5820	unrel	There is no woman dancing near a fire	S3_null	A woman is cutting a tomato	S1_null	1.3	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TRAIN
5821	unrel	A woman is slicing a tomato	S2_null	A woman is dancing near a fire	S1_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing near a fire	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5822	unrel	A man is cutting a tomato	S3_null	A woman is dancing near a fire	S1_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing near a fire	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5823	unrel	A woman is cutting a tomato	S1_null	A woman is dancing near a fire	S1_null	1.5	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TRAIN
5824	S1S2_intra	A guitar is being played by a girl	S2_top	A girl is playing a guitar	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a girl is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5825	S1S3_intra	A girl is playing a guitar	S1_null	A boy is playing a guitar	S3_so	4	NEUTRAL	A_neutral_B	B_neutral_A	a girl is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5828	S1S2_inter	A guitar is being played by a man	S2_null	A girl is playing a guitar	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a girl is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5829	S1S3_inter	A girl is playing a guitar	S1_null	A man is not playing a guitar	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5830	S1S2_inter	A guitar is being played by a girl	S2_null	A man is playing a guitar	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TEST
5831	S1S3_inter	A man is playing a guitar	S1_null	A boy is playing a guitar	S3_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TEST
5832	S1S1_inter	A man is playing a guitar	S1_null	A girl is playing a guitar	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a girl is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST
5833	S1S2_intra	A man is diving off a rock	S2_lex	A man is diving off a cliff	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man dives off of a cliff	SEMEVAL	SEMEVAL	TEST
5834	S1S3_intra	A man is diving off a cliff	S1_null	There is no man diving off a cliff	S3_od	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man dives off of a cliff	a man dives off of a cliff	SEMEVAL	SEMEVAL	TRAIN
5835	S1S2_intra	A man is riding a motorcycle	S1_null	A motorcycle is being ridden by a man	S2_top	5	ENTAILMENT	A_entails_B	B_entails_A	a man is riding a motorcycle	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN
5837	unrel	A motorcycle is being ridden by a man	S2_null	A man is diving off a cliff	S1_null	1.3	NEUTRAL	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TEST
5838	unrel	A man is diving off a cliff	S1_null	There is no man riding a motorcycle	S3_null	1.9	NEUTRAL	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TEST
5839	unrel	A man is riding a motorcycle	S1_null	A man is diving off a rock	S2_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	a man is riding a motorcycle	a man dives off of a cliff	SEMEVAL	SEMEVAL	TRAIN
5840	unrel	A man is riding a motorcycle	S1_null	There is no man diving off a cliff	S3_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is riding a motorcycle	a man dives off of a cliff	SEMEVAL	SEMEVAL	TEST
5841	unrel	A man is diving off a cliff	S1_null	A man is riding a motorcycle	S1_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN
5842	S1S2_intra	The man is playing the guitar	S1_null	The man is playing the instrument	S2_lex	4.4	ENTAILMENT	A_entails_B	B_entails_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN
5843	S1S3_intra	The woman is playing the guitar	S3_so	The man is playing the guitar	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST
5844	S1S2_intra	The man is playing the guitar	S1_null	The person is playing the guitar	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TEST
5845	S1S3_intra	There is no man playing the guitar	S3_od	The man is playing the guitar	S1_null	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN
5847	S1S3_inter	The man is playing the guitar	S1_null	There is no man playing the guitar	S3_null	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man is playing the guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN
5849	S1S3_inter	The man is playing the guitar	S1_null	The woman is playing the guitar	S3_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	the man played his guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST
5851	S1S2_intra	A woman is boiling noodles in water	S1_null	Noodles are being boiled in water by a woman	S2_top	4.8	ENTAILMENT	A_entails_B	B_entails_A	a woman is boiling noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
5852	S1S3_intra	A woman is boiling noodles in water	S1_null	A man is boiling noodles in water	S3_so	4	NEUTRAL	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
5853	S1S2_intra	Someone is stirring noodles in the water	S1_null	Someone is stirring food in the water	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN
5854	S1S3_intra	Someone is stirring noodles in the water	S1_null	Nobody is stirring noodles in the water	S3_od	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TEST
5855	S1S2_inter	A woman is boiling noodles in water	S1_null	Someone is stirring food in the water	S2_null	3.6	ENTAILMENT	A_entails_B	B_neutral_A	a woman is boiling noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN
5856	S1S3_inter	A woman is boiling noodles in water	S1_null	Nobody is stirring noodles in the water	S3_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TEST
5857	S1S2_inter	Someone is stirring noodles in the water	S1_null	Noodles are being boiled in water by a woman	S2_null	4	NEUTRAL	A_neutral_B	B_neutral_A	someone is sitring noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
5858	S1S3_inter	Someone is stirring noodles in the water	S1_null	A man is boiling noodles in water	S3_null	4	NEUTRAL	A_neutral_B	B_neutral_A	someone is sitring noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TEST
5859	S1S1_inter	A woman is boiling noodles in water	S1_null	Someone is stirring noodles in the water	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN
5860	S1S2_intra	The women are singing and dancing	S1_null	The persons are singing and dancing	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	the women are singing and dancing	the women are singing and dancing	SEMEVAL	SEMEVAL	TRAIN
5861	S1S3_intra	The women are not singing and dancing	S3_inv	The women are singing and dancing	S1_null	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	the women are singing and dancing	the women are singing and dancing	SEMEVAL	SEMEVAL	TRAIN
